RT,I
17.259999999999998,562.0
17.265,608.0
17.27,573.0
17.275,540.0
17.279999999999998,538.0
17.285,537.0
17.290000000000003,465.0
17.295,420.0
17.3,472.0
17.305,473.0
17.31,461.0
17.315,492.0
17.32,476.0
17.325,477.0
17.33,510.0
17.334999999999997,524.0
17.34,504.0
17.345000000000002,515.0
17.35,546.0
17.355,507.0
17.36,468.0
17.365000000000002,510.0
17.37,562.0
17.375,564.0
17.38,534.0
17.384999999999998,524.0
17.39,521.0
17.395,514.0
17.4,531.0
17.404999999999998,532.0
17.41,495.0
17.415000000000003,508.0
17.42,513.0
17.425,409.0
17.43,431.0
17.435,452.0
17.44,511.0
17.445,547.0
17.45,537.0
17.455,508.0
17.459999999999997,480.0
17.465,483.0
17.470000000000002,551.0
17.475,550.0
17.48,510.0
17.485,489.0
17.490000000000002,495.0
17.495,503.0
17.5,449.0
17.505,420.0
17.509999999999998,463.0
17.515,517.0
17.52,519.0
17.525,490.0
17.529999999999998,470.0
17.535,452.0
17.540000000000003,407.0
17.545,398.0
17.55,409.0
17.555,473.0
17.56,551.0
17.565,550.0
17.57,473.0
17.575,432.0
17.58,457.0
17.584999999999997,475.0
17.59,478.0
17.595000000000002,476.0
17.6,476.0
17.605,516.0
17.61,506.0
17.615000000000002,492.0
17.62,540.0
17.625,527.0
17.63,488.0
17.634999999999998,479.0
17.64,482.0
17.645,506.0
17.65,515.0
17.654999999999998,471.0
17.66,425.0
17.665000000000003,446.0
17.67,478.0
17.675,478.0
17.68,487.0
17.685,507.0
17.69,472.0
17.695,452.0
17.7,486.0
17.705,525.0
17.709999999999997,590.0
17.715,599.0
17.720000000000002,522.0
17.725,494.0
17.73,537.0
17.735,519.0
17.740000000000002,460.0
17.745,447.0
17.75,478.0
17.755,480.0
17.759999999999998,527.0
17.765,543.0
17.77,501.0
17.775,514.0
17.779999999999998,562.0
17.785,532.0
17.790000000000003,519.0
17.795,590.0
17.8,566.0
17.805,513.0
17.81,513.0
17.815,514.0
17.82,500.0
17.825,448.0
17.83,444.0
17.834999999999997,489.0
17.84,497.0
17.845000000000002,489.0
17.85,508.0
17.855,535.0
17.86,499.0
17.865000000000002,492.0
17.87,578.0
17.875,592.0
17.88,517.0
17.884999999999998,460.0
17.89,478.0
17.895,537.0
17.9,513.0
17.904999999999998,473.0
17.91,500.0
17.915000000000003,542.0
17.92,523.0
17.925,455.0
17.93,460.0
17.935,548.0
17.94,531.0
17.945,452.0
17.95,463.0
17.955,436.0
17.959999999999997,427.0
17.965,513.0
17.970000000000002,538.0
17.975,502.0
17.98,567.0
17.985,585.0
17.990000000000002,462.0
17.995,364.0
18.0,378.0
18.005,473.0
18.009999999999998,537.0
18.015,522.0
18.02,560.0
18.025,575.0
18.029999999999998,471.0
18.035,407.0
18.040000000000003,438.0
18.045,467.0
18.05,489.0
18.055,556.0
18.06,591.0
18.065,578.0
18.07,574.0
18.075,530.0
18.08,483.0
18.084999999999997,501.0
18.09,554.0
18.095000000000002,504.0
18.1,418.0
18.105,432.0
18.11,510.0
18.115000000000002,541.0
18.12,492.0
18.125,497.0
18.13,574.0
18.134999999999998,561.0
18.14,525.0
18.145,515.0
18.15,511.0
18.154999999999998,505.0
18.16,468.0
18.165000000000003,462.0
18.17,470.0
18.175,529.0
18.18,558.0
18.185,462.0
18.19,404.0
18.195,407.0
18.2,366.0
18.205,394.0
18.209999999999997,473.0
18.215,538.0
18.220000000000002,512.0
18.225,445.0
18.23,502.0
18.235,541.0
18.240000000000002,492.0
18.245,502.0
18.25,519.0
18.255,472.0
18.259999999999998,479.0
18.265,514.0
18.27,511.0
18.275,462.0
18.279999999999998,413.0
18.285,466.0
18.290000000000003,510.0
18.295,526.0
18.3,507.0
18.305,466.0
18.31,492.0
18.315,522.0
18.32,514.0
18.325,526.0
18.33,529.0
18.334999999999997,542.0
18.34,542.0
18.345000000000002,476.0
18.35,491.0
18.355,585.0
18.36,622.0
18.365000000000002,583.0
18.37,521.0
18.375,544.0
18.38,542.0
18.384999999999998,483.0
18.39,471.0
18.395,447.0
18.4,428.0
18.404999999999998,448.0
18.41,486.0
18.415000000000003,471.0
18.42,433.0
18.425,414.0
18.43,440.0
18.435,486.0
18.44,537.0
18.445,534.0
18.45,497.0
18.455,508.0
18.459999999999997,487.0
18.465,489.0
18.470000000000002,546.0
18.475,551.0
18.48,566.0
18.485,568.0
18.490000000000002,513.0
18.495,450.0
18.5,449.0
18.505,505.0
18.509999999999998,519.0
18.515,505.0
18.52,511.0
18.525,526.0
18.529999999999998,567.0
18.535,557.0
18.540000000000003,482.0
18.545,465.0
18.55,526.0
18.555,563.0
18.56,553.0
18.565,468.0
18.57,404.0
18.575,406.0
18.58,404.0
18.584999999999997,449.0
18.59,486.0
18.595000000000002,450.0
18.6,433.0
18.605,482.0
18.61,482.0
18.615000000000002,495.0
18.62,508.0
18.625,500.0
18.63,502.0
18.634999999999998,487.0
18.64,469.0
18.645,425.0
18.65,503.0
18.654999999999998,551.0
18.66,476.0
18.665000000000003,445.0
18.67,466.0
18.675,450.0
18.68,414.0
18.685,396.0
18.69,446.0
18.695,505.0
18.7,514.0
18.705,484.0
18.709999999999997,470.0
18.715,443.0
18.720000000000002,425.0
18.725,458.0
18.73,442.0
18.735,412.0
18.740000000000002,404.0
18.745,439.0
18.75,504.0
18.755,595.0
18.759999999999998,604.0
18.765,516.0
18.77,474.0
18.775,476.0
18.779999999999998,442.0
18.785,414.0
18.790000000000003,446.0
18.795,450.0
18.8,468.0
18.805,500.0
18.81,478.0
18.815,524.0
18.82,542.0
18.825,486.0
18.83,495.0
18.834999999999997,508.0
18.84,482.0
18.845000000000002,455.0
18.85,428.0
18.855,418.0
18.86,444.0
18.865000000000002,498.0
18.87,495.0
18.875,489.0
18.88,566.0
18.884999999999998,570.0
18.89,491.0
18.895,454.0
18.9,433.0
18.904999999999998,412.0
18.91,413.0
18.915000000000003,442.0
18.92,500.0
18.925,546.0
18.93,583.0
18.935,571.0
18.94,497.0
18.945,484.0
18.95,542.0
18.955,519.0
18.959999999999997,431.0
18.965,398.0
18.970000000000002,388.0
18.975,458.0
18.98,503.0
18.985,516.0
18.990000000000002,502.0
18.995,519.0
19.0,580.0
19.005,606.0
19.009999999999998,558.0
19.015,489.0
19.02,444.0
19.025,420.0
19.029999999999998,421.0
19.035,431.0
19.040000000000003,399.0
19.045,398.0
19.05,448.0
19.055,488.0
19.06,490.0
19.065,430.0
19.07,415.0
19.075,495.0
19.08,524.0
19.084999999999997,463.0
19.09,412.0
19.095000000000002,447.0
19.1,501.0
19.105,492.0
19.11,479.0
19.115000000000002,530.0
19.12,579.0
19.125,542.0
19.13,486.0
19.134999999999998,468.0
19.14,449.0
19.145,446.0
19.15,474.0
19.154999999999998,471.0
19.16,470.0
19.165000000000003,473.0
19.17,486.0
19.175,546.0
19.18,575.0
19.185,553.0
19.19,513.0
19.195,478.0
19.2,495.0
19.205,502.0
19.209999999999997,510.0
19.215,522.0
19.220000000000002,516.0
19.225,522.0
19.23,506.0
19.235,495.0
19.240000000000002,514.0
19.245,510.0
19.25,505.0
19.255,546.0
19.259999999999998,545.0
19.265,524.0
19.27,486.0
19.275,417.0
19.279999999999998,455.0
19.285,524.0
19.290000000000003,519.0
19.295,577.0
19.3,606.0
19.305,551.0
19.31,527.0
19.315,512.0
19.32,488.0
19.325,514.0
19.33,529.0
19.334999999999997,475.0
19.34,449.0
19.345000000000002,454.0
19.35,507.0
19.355,543.0
19.36,487.0
19.365000000000002,511.0
19.37,568.0
19.375,563.0
19.38,568.0
19.384999999999998,498.0
19.39,447.0
19.395,497.0
19.4,508.0
19.404999999999998,486.0
19.41,497.0
19.415000000000003,538.0
19.42,555.0
19.425,546.0
19.43,518.0
19.435,623.0
19.44,1083.0
19.445,2092.0
19.45,4004.0
19.455,7113.0
19.459999999999997,11900.0
19.465,19529.0
19.470000000000002,31220.0
19.475,46801.0
19.48,66954.0
19.485,91929.0
19.490000000000002,119730.0
19.495,148030.0
19.5,176297.0
19.505,204550.0
19.509999999999998,226390.0
19.515,234866.0
19.52,230167.0
19.525,211735.0
19.529999999999998,181185.0
19.535,147182.0
19.540000000000003,115154.0
19.545,85108.0
19.55,59282.0
19.555,39551.0
19.56,24743.0
19.565,14970.0
19.57,9324.0
19.575,5841.0
19.58,3649.0
19.584999999999997,2329.0
19.59,1716.0
19.595000000000002,1435.0
19.6,1222.0
19.605,1076.0
19.61,1015.0
19.615000000000002,976.0
19.62,924.0
19.625,882.0
19.63,818.0
19.634999999999998,818.0
19.64,862.0
19.645,833.0
19.65,769.0
19.654999999999998,700.0
19.66,656.0
19.665000000000003,631.0
19.67,620.0
19.675,628.0
19.68,598.0
19.685,618.0
19.69,634.0
19.695,562.0
19.7,574.0
19.705,618.0
19.709999999999997,575.0
19.715,604.0
19.720000000000002,617.0
19.725,572.0
19.73,535.0
19.735,506.0
19.740000000000002,487.0
19.745,526.0
19.75,548.0
19.755,553.0
19.759999999999998,583.0
19.765,540.0
19.77,489.0
19.775,475.0
19.779999999999998,468.0
19.785,514.0
19.790000000000003,569.0
19.795,540.0
19.8,490.0
19.805,479.0
19.81,458.0
19.815,475.0
19.82,554.0
19.825,564.0
19.83,537.0
19.834999999999997,558.0
19.84,529.0
19.845000000000002,516.0
19.85,552.0
19.855,549.0
19.86,470.0
19.865000000000002,427.0
19.87,423.0
19.875,457.0
19.88,537.0
19.884999999999998,537.0
19.89,521.0
19.895,498.0
19.9,489.0
19.904999999999998,529.0
19.91,506.0
19.915000000000003,465.0
19.92,532.0
19.925,576.0
19.93,511.0
19.935,388.0
19.94,370.0
19.945,447.0
19.95,510.0
19.955,508.0
19.959999999999997,436.0
19.965,385.0
19.970000000000002,431.0
19.975,527.0
19.98,599.0
19.985,586.0
19.990000000000002,510.0
19.995,468.0
20.0,526.0
20.005,545.0
20.009999999999998,482.0
20.015,446.0
20.02,403.0
20.025,417.0
20.029999999999998,479.0
20.035,516.0
20.040000000000003,537.0
20.045,561.0
20.05,544.0
20.055,490.0
20.06,470.0
20.065,471.0
20.07,516.0
20.075,511.0
20.08,478.0
20.084999999999997,519.0
20.09,506.0
20.095000000000002,426.0
20.1,485.0
20.105,585.0
20.11,563.0
20.115000000000002,559.0
20.12,550.0
20.125,483.0
20.13,449.0
20.134999999999998,430.0
20.14,447.0
20.145,462.0
20.15,457.0
20.154999999999998,517.0
20.16,593.0
20.165000000000003,570.0
20.17,518.0
20.175,538.0
20.18,583.0
20.185,583.0
20.19,524.0
20.195,476.0
20.2,489.0
20.205,542.0
20.209999999999997,560.0
20.215,526.0
20.220000000000002,510.0
20.225,499.0
20.23,465.0
20.235,492.0
20.240000000000002,574.0
20.245,571.0
20.25,551.0
20.255,522.0
20.259999999999998,438.0
20.265,416.0
20.27,430.0
20.275,462.0
20.279999999999998,500.0
20.285,512.0
20.290000000000003,521.0
20.295,519.0
20.3,516.0
20.305,484.0
20.31,473.0
20.315,497.0
20.32,485.0
20.325,458.0
20.33,457.0
20.334999999999997,520.0
20.34,611.0
20.345000000000002,560.0
20.35,409.0
20.355,413.0
20.36,514.0
20.365000000000002,543.0
20.37,550.0
20.375,534.0
20.38,518.0
20.384999999999998,559.0
20.39,570.0
20.395,503.0
20.4,458.0
20.404999999999998,478.0
20.41,482.0
20.415000000000003,497.0
20.42,523.0
20.425,513.0
20.43,468.0
20.435,460.0
20.44,493.0
20.445,460.0
20.45,423.0
20.455,489.0
20.459999999999997,526.0
20.465,442.0
20.470000000000002,441.0
20.475,548.0
20.48,564.0
20.485,477.0
20.490000000000002,454.0
20.495,489.0
20.5,467.0
20.505,462.0
20.509999999999998,444.0
20.515,448.0
20.52,474.0
20.525,426.0
20.529999999999998,447.0
20.535,494.0
20.540000000000003,439.0
20.545,413.0
20.55,488.0
20.555,504.0
20.56,398.0
20.565,383.0
20.57,471.0
20.575,557.0
20.58,526.0
20.584999999999997,430.0
20.59,398.0
20.595000000000002,436.0
20.6,452.0
20.605,426.0
20.61,442.0
20.615000000000002,479.0
20.62,454.0
20.625,468.0
20.63,494.0
20.634999999999998,486.0
20.64,529.0
20.645,578.0
20.65,590.0
20.654999999999998,574.0
20.66,542.0
20.665000000000003,497.0
20.67,461.0
20.675,455.0
20.68,444.0
20.685,476.0
20.69,486.0
20.695,462.0
20.7,466.0
20.705,460.0
20.709999999999997,472.0
20.715,470.0
20.720000000000002,460.0
20.725,516.0
20.73,548.0
20.735,542.0
20.740000000000002,537.0
20.745,570.0
20.75,622.0
20.755,615.0
20.759999999999998,561.0
20.765,479.0
20.77,457.0
20.775,482.0
20.779999999999998,473.0
20.785,470.0
20.790000000000003,455.0
20.795,414.0
20.8,446.0
20.805,508.0
20.81,534.0
20.815,527.0
20.82,466.0
20.825,438.0
20.83,461.0
20.834999999999997,437.0
20.84,423.0
20.845000000000002,452.0
20.85,455.0
20.855,479.0
20.86,514.0
20.865000000000002,520.0
20.87,489.0
20.875,473.0
20.88,467.0
20.884999999999998,460.0
20.89,465.0
20.895,449.0
20.9,418.0
20.904999999999998,423.0
20.91,455.0
20.915000000000003,519.0
20.92,604.0
20.925,590.0
20.93,500.0
20.935,471.0
20.94,500.0
20.945,542.0
20.95,544.0
20.955,492.0
20.959999999999997,452.0
20.965,472.0
20.970000000000002,501.0
20.975,519.0
20.98,557.0
20.985,551.0
20.990000000000002,519.0
20.995,545.0
21.0,511.0
21.005,433.0
21.009999999999998,486.0
21.015,553.0
21.02,559.0
21.025,596.0
21.029999999999998,601.0
21.035,580.0
21.040000000000003,571.0
21.045,570.0
21.05,616.0
21.055,615.0
21.06,546.0
21.065,514.0
21.07,527.0
21.075,555.0
21.08,508.0
21.084999999999997,425.0
21.09,417.0
21.095000000000002,429.0
21.1,458.0
21.105,460.0
21.11,551.0
21.115000000000002,599.0
21.12,475.0
21.125,377.0
21.13,462.0
21.134999999999998,546.0
21.14,508.0
21.145,450.0
21.15,494.0
21.154999999999998,484.0
21.16,487.0
21.165000000000003,508.0
21.17,533.0
21.175,505.0
21.18,482.0
21.185,540.0
21.19,614.0
21.195,598.0
21.2,537.0
21.205,492.0
21.209999999999997,466.0
21.215,482.0
21.220000000000002,470.0
21.225,455.0
21.23,459.0
21.235,463.0
21.240000000000002,463.0
21.245,496.0
21.25,524.0
21.255,520.0
21.259999999999998,543.0
21.265,565.0
21.27,539.0
21.275,468.0
21.279999999999998,433.0
21.285,490.0
21.290000000000003,527.0
21.295,455.0
21.3,394.0
21.305,447.0
21.31,554.0
21.315,607.0
21.32,537.0
21.325,483.0
21.33,484.0
21.334999999999997,474.0
21.34,476.0
21.345000000000002,440.0
21.35,452.0
21.355,580.0
21.36,610.0
21.365000000000002,550.0
21.37,505.0
21.375,489.0
21.38,500.0
21.384999999999998,506.0
21.39,463.0
21.395,407.0
21.4,448.0
21.404999999999998,558.0
21.41,578.0
21.415000000000003,555.0
21.42,497.0
21.425,398.0
21.43,354.0
21.435,364.0
21.44,415.0
21.445,474.0
21.45,490.0
21.455,458.0
21.459999999999997,473.0
21.465,512.0
21.470000000000002,499.0
21.475,473.0
21.48,495.0
21.485,556.0
21.490000000000002,574.0
21.495,546.0
21.5,468.0
21.505,471.0
21.509999999999998,525.0
21.515,482.0
21.52,431.0
21.525,445.0
21.529999999999998,473.0
21.535,490.0
21.540000000000003,508.0
21.545,458.0
21.55,407.0
21.555,449.0
21.56,472.0
21.565,463.0
21.57,470.0
21.575,479.0
21.58,508.0
21.584999999999997,569.0
21.59,641.0
21.595000000000002,613.0
21.6,577.0
21.605,586.0
21.61,588.0
21.615000000000002,532.0
21.62,436.0
21.625,407.0
21.63,486.0
21.634999999999998,562.0
21.64,554.0
21.645,502.0
21.65,521.0
21.654999999999998,560.0
21.66,522.0
21.665000000000003,446.0
21.67,447.0
21.675,474.0
21.68,453.0
21.685,433.0
21.69,449.0
21.695,474.0
21.7,492.0
21.705,520.0
21.709999999999997,554.0
21.715,547.0
21.720000000000002,510.0
21.725,494.0
21.73,479.0
21.735,454.0
21.740000000000002,450.0
21.745,472.0
21.75,508.0
21.755,529.0
21.759999999999998,516.0
21.765,507.0
21.77,503.0
21.775,513.0
21.779999999999998,513.0
21.785,484.0
21.790000000000003,451.0
21.795,406.0
21.8,362.0
21.805,407.0
21.81,488.0
21.815,487.0
21.82,458.0
21.825,476.0
21.83,486.0
21.834999999999997,452.0
21.84,414.0
21.845000000000002,390.0
21.85,418.0
21.855,502.0
21.86,519.0
21.865000000000002,510.0
21.87,538.0
21.875,556.0
21.88,590.0
21.884999999999998,550.0
21.89,442.0
21.895,426.0
21.9,466.0
21.904999999999998,487.0
21.91,486.0
21.915000000000003,519.0
21.92,570.0
21.925,495.0
21.93,382.0
21.935,391.0
21.94,476.0
21.945,518.0
21.95,487.0
21.955,450.0
21.959999999999997,472.0
21.965,475.0
21.970000000000002,457.0
21.975,514.0
21.98,542.0
21.985,515.0
21.990000000000002,515.0
21.995,519.0
22.0,513.0
22.005,538.0
22.009999999999998,561.0
22.015,522.0
22.02,444.0
22.025,441.0
22.029999999999998,506.0
22.035,544.0
22.040000000000003,524.0
22.045,500.0
22.05,478.0
22.055,494.0
22.06,532.0
22.065,508.0
22.07,446.0
22.075,452.0
22.08,484.0
22.084999999999997,455.0
22.09,412.0
22.095000000000002,455.0
22.1,420.0
22.105,410.0
22.11,431.0
22.115000000000002,456.0
22.12,505.0
22.125,530.0
22.13,548.0
22.134999999999998,584.0
22.14,562.0
22.145,482.0
22.15,447.0
22.154999999999998,471.0
22.16,458.0
22.165000000000003,429.0
22.17,453.0
22.175,527.0
22.18,530.0
22.185,476.0
22.19,460.0
22.195,447.0
22.2,448.0
22.205,457.0
22.209999999999997,497.0
22.215,546.0
22.220000000000002,563.0
22.225,551.0
22.23,513.0
22.235,433.0
22.240000000000002,429.0
22.245,517.0
22.25,574.0
22.255,559.0
22.259999999999998,543.0
22.265,534.0
22.27,499.0
22.275,510.0
22.279999999999998,525.0
22.285,495.0
22.290000000000003,458.0
22.295,484.0
22.3,520.0
22.305,513.0
22.31,533.0
22.315,598.0
22.32,577.0
22.325,503.0
22.33,534.0
22.334999999999997,580.0
22.34,515.0
22.345000000000002,414.0
22.35,398.0
22.355,406.0
22.36,409.0
22.365000000000002,480.0
22.37,505.0
22.375,478.0
22.38,498.0
22.384999999999998,497.0
22.39,489.0
22.395,516.0
22.4,522.0
22.404999999999998,474.0
22.41,457.0
22.415000000000003,536.0
22.42,585.0
22.425,567.0
22.43,534.0
22.435,518.0
22.44,486.0
22.445,432.0
22.45,438.0
22.455,476.0
22.459999999999997,490.0
22.465,497.0
22.470000000000002,508.0
22.475,479.0
22.48,433.0
22.485,473.0
22.490000000000002,484.0
22.495,430.0
22.5,441.0
22.505,455.0
22.509999999999998,442.0
22.515,444.0
22.52,445.0
22.525,454.0
22.529999999999998,475.0
22.535,482.0
22.540000000000003,479.0
22.545,479.0
22.55,494.0
22.555,506.0
22.56,525.0
22.565,572.0
22.57,554.0
22.575,473.0
22.58,437.0
22.584999999999997,447.0
22.59,470.0
22.595000000000002,459.0
22.6,423.0
22.605,481.0
22.61,595.0
22.615000000000002,612.0
22.62,542.0
22.625,507.0
22.63,524.0
22.634999999999998,534.0
22.64,569.0
22.645,646.0
22.65,638.0
22.654999999999998,526.0
22.66,441.0
22.665000000000003,430.0
22.67,494.0
22.675,532.0
22.68,508.0
22.685,514.0
22.69,540.0
22.695,542.0
22.7,498.0
22.705,463.0
22.709999999999997,454.0
22.715,435.0
22.720000000000002,434.0
22.725,420.0
22.73,424.0
22.735,500.0
22.740000000000002,529.0
22.745,535.0
22.75,521.0
22.755,510.0
22.759999999999998,482.0
22.765,428.0
22.77,430.0
22.775,455.0
22.779999999999998,454.0
22.785,466.0
22.790000000000003,486.0
22.795,458.0
22.8,475.0
22.805,544.0
22.81,532.0
22.815,502.0
22.82,506.0
22.825,524.0
22.83,574.0
22.834999999999997,546.0
22.84,479.0
22.845000000000002,470.0
22.85,502.0
22.855,508.0
22.86,486.0
22.865000000000002,492.0
22.87,466.0
22.875,458.0
22.88,486.0
22.884999999999998,478.0
22.89,473.0
22.895,478.0
22.9,462.0
22.904999999999998,419.0
22.91,435.0
22.915000000000003,559.0
22.92,623.0
22.925,569.0
22.93,548.0
22.935,545.0
22.94,502.0
22.945,502.0
22.95,474.0
22.955,401.0
22.959999999999997,426.0
22.965,492.0
22.970000000000002,508.0
22.975,470.0
22.98,478.0
22.985,527.0
22.990000000000002,559.0
22.995,556.0
23.0,519.0
23.005,502.0
23.009999999999998,538.0
23.015,519.0
23.02,448.0
23.025,426.0
23.029999999999998,424.0
23.035,453.0
23.040000000000003,513.0
23.045,499.0
23.05,494.0
23.055,490.0
23.06,522.0
23.065,550.0
23.07,524.0
23.075,500.0
23.08,482.0
23.084999999999997,481.0
23.09,494.0
23.095000000000002,510.0
23.1,518.0
23.105,558.0
23.11,598.0
23.115000000000002,558.0
23.12,496.0
23.125,482.0
23.13,492.0
23.134999999999998,471.0
23.14,462.0
23.145,450.0
23.15,464.0
23.154999999999998,489.0
23.16,524.0
23.165000000000003,580.0
23.17,574.0
23.175,558.0
23.18,558.0
23.185,530.0
23.19,484.0
23.195,481.0
23.2,478.0
23.205,488.0
23.209999999999997,494.0
23.215,466.0
23.220000000000002,478.0
23.225,499.0
23.23,502.0
23.235,503.0
23.240000000000002,476.0
23.245,514.0
23.25,561.0
23.255,527.0
23.259999999999998,506.0
23.265,492.0
23.27,474.0
23.275,441.0
23.279999999999998,454.0
23.285,538.0
23.290000000000003,540.0
23.295,518.0
23.3,529.0
23.305,492.0
23.31,463.0
23.315,482.0
23.32,474.0
23.325,438.0
23.33,478.0
23.334999999999997,496.0
23.34,486.0
23.345000000000002,513.0
23.35,556.0
23.355,550.0
23.36,558.0
23.365000000000002,566.0
23.37,508.0
23.375,465.0
23.38,529.0
23.384999999999998,599.0
23.39,641.0
23.395,639.0
23.4,537.0
23.404999999999998,506.0
23.41,548.0
23.415000000000003,539.0
23.42,504.0
23.425,473.0
23.43,473.0
23.435,415.0
23.44,399.0
23.445,426.0
23.45,446.0
23.455,494.0
23.459999999999997,512.0
23.465,468.0
23.470000000000002,440.0
23.475,402.0
23.48,372.0
23.485,464.0
23.490000000000002,545.0
23.495,516.0
23.5,478.0
23.505,543.0
23.509999999999998,553.0
23.515,466.0
23.52,410.0
23.525,415.0
23.529999999999998,457.0
23.535,459.0
23.540000000000003,434.0
23.545,426.0
23.55,444.0
23.555,477.0
23.56,522.0
23.565,532.0
23.57,521.0
23.575,486.0
23.58,524.0
23.584999999999997,572.0
23.59,535.0
23.595000000000002,499.0
23.6,491.0
23.605,482.0
23.61,450.0
23.615000000000002,473.0
23.62,440.0
23.625,391.0
23.63,508.0
23.634999999999998,615.0
23.64,563.0
23.645,458.0
23.65,422.0
23.654999999999998,452.0
23.66,487.0
23.665000000000003,484.0
23.67,460.0
23.675,484.0
23.68,528.0
23.685,515.0
23.69,495.0
23.695,538.0
23.7,577.0
23.705,554.0
23.709999999999997,502.0
23.715,716.0
23.720000000000002,1313.0
23.725,2530.0
23.73,4777.0
23.735,8569.0
23.740000000000002,13951.0
23.745,21478.0
23.75,32766.0
23.755,48489.0
23.759999999999998,69145.0
23.765,94631.0
23.77,122126.0
23.775,149959.0
23.779999999999998,177241.0
23.785,202094.0
23.790000000000003,222447.0
23.795,234585.0
23.8,236212.0
23.805,224983.0
23.81,199945.0
23.815,166529.0
23.82,130332.0
23.825,95910.0
23.83,66954.0
23.834999999999997,43844.0
23.84,27114.0
23.845000000000002,16943.0
23.85,10847.0
23.855,6908.0
23.86,4527.0
23.865000000000002,3126.0
23.87,2450.0
23.875,2062.0
23.88,1694.0
23.884999999999998,1502.0
23.89,1412.0
23.895,1294.0
23.9,1295.0
23.904999999999998,1310.0
23.91,1220.0
23.915000000000003,1185.0
23.92,1180.0
23.925,1115.0
23.93,1089.0
23.935,1071.0
23.94,1017.0
23.945,953.0
23.95,927.0
23.955,975.0
23.959999999999997,1007.0
23.965,962.0
23.970000000000002,827.0
23.975,727.0
23.98,700.0
23.985,740.0
23.990000000000002,762.0
23.995,691.0
24.0,636.0
24.005,576.0
24.009999999999998,564.0
24.015,586.0
24.02,596.0
24.025,615.0
24.029999999999998,689.0
24.035,561.0
24.040000000000003,562.0
24.045,521.0
24.05,506.0
24.055,466.0
24.06,489.0
24.065,486.0
24.07,462.0
24.075,506.0
24.08,534.0
24.084999999999997,508.0
24.09,533.0
24.095000000000002,556.0
24.1,509.0
24.105,501.0
24.11,431.0
24.115000000000002,479.0
24.12,524.0
24.125,535.0
24.13,530.0
24.134999999999998,500.0
24.14,470.0
24.145,468.0
24.15,481.0
24.154999999999998,481.0
24.16,433.0
24.165000000000003,449.0
24.17,522.0
24.175,530.0
24.18,558.0
24.185,546.0
24.19,513.0
24.195,516.0
24.2,483.0
24.205,458.0
24.209999999999997,481.0
24.215,454.0
24.220000000000002,422.0
24.225,447.0
24.23,486.0
24.235,488.0
24.240000000000002,444.0
24.245,448.0
24.25,505.0
24.255,519.0
24.259999999999998,488.0
24.265,495.0
24.27,530.0
24.275,527.0
24.279999999999998,518.0
24.285,523.0
24.290000000000003,570.0
24.295,556.0
24.3,482.0
24.305,515.0
24.31,574.0
24.315,538.0
24.32,506.0
24.325,490.0
24.33,454.0
24.334999999999997,503.0
24.34,531.0
24.345000000000002,404.0
24.35,422.0
24.355,449.0
24.36,438.0
24.365000000000002,491.0
24.37,497.0
24.375,545.0
24.38,587.0
24.384999999999998,566.0
24.39,597.0
24.395,595.0
24.4,530.0
24.404999999999998,465.0
24.41,489.0
24.415000000000003,551.0
24.42,586.0
24.425,582.0
24.43,531.0
24.435,538.0
24.44,567.0
24.445,544.0
24.45,509.0
24.455,502.0
24.459999999999997,511.0
24.465,525.0
24.470000000000002,479.0
24.475,415.0
24.48,458.0
24.485,526.0
24.490000000000002,578.0
24.495,587.0
24.5,543.0
24.505,507.0
24.509999999999998,500.0
24.515,505.0
24.52,519.0
24.525,460.0
24.529999999999998,431.0
24.535,494.0
24.540000000000003,545.0
24.545,506.0
24.55,467.0
24.555,467.0
24.56,482.0
24.565,522.0
24.57,577.0
24.575,599.0
24.58,560.0
24.584999999999997,487.0
24.59,449.0
24.595000000000002,459.0
24.6,484.0
24.605,431.0
24.61,442.0
24.615000000000002,473.0
24.62,482.0
24.625,516.0
24.63,521.0
24.634999999999998,492.0
24.64,469.0
24.645,500.0
24.65,530.0
24.654999999999998,487.0
24.66,497.0
24.665000000000003,503.0
24.67,514.0
24.675,558.0
24.68,623.0
24.685,594.0
24.69,497.0
24.695,462.0
24.7,470.0
24.705,459.0
24.709999999999997,447.0
24.715,446.0
24.720000000000002,508.0
24.725,573.0
24.73,513.0
24.735,441.0
24.740000000000002,466.0
24.745,455.0
24.75,418.0
24.755,466.0
24.759999999999998,478.0
24.765,460.0
24.77,467.0
24.775,489.0
24.779999999999998,521.0
24.785,550.0
24.790000000000003,530.0
24.795,479.0
24.8,438.0
24.805,412.0
24.81,388.0
24.815,399.0
24.82,422.0
24.825,446.0
24.83,434.0
24.834999999999997,466.0
24.84,511.0
24.845000000000002,497.0
24.85,472.0
24.855,441.0
24.86,436.0
24.865000000000002,505.0
24.87,527.0
24.875,460.0
24.88,454.0
24.884999999999998,486.0
24.89,457.0
24.895,402.0
24.9,425.0
24.904999999999998,521.0
24.91,575.0
24.915000000000003,586.0
24.92,567.0
24.925,510.0
24.93,489.0
24.935,520.0
24.94,532.0
24.945,474.0
24.95,433.0
24.955,444.0
24.959999999999997,446.0
24.965,473.0
24.970000000000002,502.0
24.975,442.0
24.98,439.0
24.985,509.0
24.990000000000002,503.0
24.995,485.0
25.0,502.0
25.005,487.0
25.009999999999998,468.0
25.015,463.0
